year_month,direction_code,NZ_area,Count,geo_level,period
2015-06,A,Waimate District,249,Territorial authority areas,Monthly
2015-07,A,Waimate District,321,Territorial authority areas,Monthly
2015-08,A,Waimate District,174,Territorial authority areas,Monthly
2015-09,A,Waimate District,147,Territorial authority areas,Monthly
2015-10,A,Waimate District,162,Territorial authority areas,Monthly
2015-11,A,Waimate District,132,Territorial authority areas,Monthly
2015-12,A,Waimate District,84,Territorial authority areas,Monthly
2016-01,A,Waimate District,138,Territorial authority areas,Monthly
2016-02,A,Waimate District,93,Territorial authority areas,Monthly
2016-03,A,Waimate District,108,Territorial authority areas,Monthly
2016-04,A,Waimate District,150,Territorial authority areas,Monthly
2016-05,A,Waimate District,165,Territorial authority areas,Monthly
2016-06,A,Waimate District,240,Territorial authority areas,Monthly
2016-07,A,Waimate District,318,Territorial authority areas,Monthly
2016-08,A,Waimate District,201,Territorial authority areas,Monthly
2016-09,A,Waimate District,177,Territorial authority areas,Monthly
2016-10,A,Waimate District,198,Territorial authority areas,Monthly
2016-11,A,Waimate District,135,Territorial authority areas,Monthly
2016-12,A,Waimate District,99,Territorial authority areas,Monthly
2017-01,A,Waimate District,162,Territorial authority areas,Monthly
2017-02,A,Waimate District,129,Territorial authority areas,Monthly
2017-03,A,Waimate District,159,Territorial authority areas,Monthly
2017-04,A,Waimate District,159,Territorial authority areas,Monthly
2017-05,A,Waimate District,198,Territorial authority areas,Monthly
2017-06,A,Waimate District,291,Territorial authority areas,Monthly
2017-07,A,Waimate District,345,Territorial authority areas,Monthly
2017-08,A,Waimate District,219,Territorial authority areas,Monthly
2017-09,A,Waimate District,171,Territorial authority areas,Monthly
2017-10,A,Waimate District,198,Territorial authority areas,Monthly
2017-11,A,Waimate District,135,Territorial authority areas,Monthly
2017-12,A,Waimate District,114,Territorial authority areas,Monthly
2018-01,A,Waimate District,183,Territorial authority areas,Monthly
2018-02,A,Waimate District,117,Territorial authority areas,Monthly
2018-03,A,Waimate District,138,Territorial authority areas,Monthly
2018-04,A,Waimate District,186,Territorial authority areas,Monthly
2018-05,A,Waimate District,213,Territorial authority areas,Monthly
2018-06,A,Waimate District,321,Territorial authority areas,Monthly
2018-07,A,Waimate District,339,Territorial authority areas,Monthly
2018-08,A,Waimate District,240,Territorial authority areas,Monthly
2018-09,A,Waimate District,216,Territorial authority areas,Monthly
2018-10,A,Waimate District,207,Territorial authority areas,Monthly
2018-11,A,Waimate District,159,Territorial authority areas,Monthly
2018-12,A,Waimate District,111,Territorial authority areas,Monthly
2019-01,A,Waimate District,192,Territorial authority areas,Monthly
2019-02,A,Waimate District,120,Territorial authority areas,Monthly
2019-03,A,Waimate District,120,Territorial authority areas,Monthly
2019-04,A,Waimate District,177,Territorial authority areas,Monthly
2019-05,A,Waimate District,222,Territorial authority areas,Monthly
2019-06,A,Waimate District,264,Territorial authority areas,Monthly
2015-01,A,Waipa District,1791,Territorial authority areas,Monthly
2015-02,A,Waipa District,993,Territorial authority areas,Monthly
2015-03,A,Waipa District,1476,Territorial authority areas,Monthly
2015-04,A,Waipa District,2007,Territorial authority areas,Monthly
2015-05,A,Waipa District,1737,Territorial authority areas,Monthly
2015-06,A,Waipa District,2124,Territorial authority areas,Monthly
2015-07,A,Waipa District,2547,Territorial authority areas,Monthly
2015-08,A,Waipa District,2226,Territorial authority areas,Monthly
2015-09,A,Waipa District,2007,Territorial authority areas,Monthly
2015-10,A,Waipa District,2571,Territorial authority areas,Monthly
2015-11,A,Waipa District,1749,Territorial authority areas,Monthly
2015-12,A,Waipa District,1257,Territorial authority areas,Monthly
2016-01,A,Waipa District,1932,Territorial authority areas,Monthly
2016-02,A,Waipa District,1125,Territorial authority areas,Monthly
2016-03,A,Waipa District,1497,Territorial authority areas,Monthly
2016-04,A,Waipa District,1752,Territorial authority areas,Monthly
2016-05,A,Waipa District,2085,Territorial authority areas,Monthly
2016-06,A,Waipa District,2229,Territorial authority areas,Monthly
2016-07,A,Waipa District,2742,Territorial authority areas,Monthly
2016-08,A,Waipa District,2211,Territorial authority areas,Monthly
2016-09,A,Waipa District,2310,Territorial authority areas,Monthly
2016-10,A,Waipa District,2880,Territorial authority areas,Monthly
2016-11,A,Waipa District,1839,Territorial authority areas,Monthly
2016-12,A,Waipa District,1455,Territorial authority areas,Monthly
2017-01,A,Waipa District,2118,Territorial authority areas,Monthly
2017-02,A,Waipa District,1287,Territorial authority areas,Monthly
2017-03,A,Waipa District,1647,Territorial authority areas,Monthly
2017-04,A,Waipa District,2229,Territorial authority areas,Monthly
2017-05,A,Waipa District,2013,Territorial authority areas,Monthly
2017-06,A,Waipa District,2295,Territorial authority areas,Monthly
2017-07,A,Waipa District,3303,Territorial authority areas,Monthly
2017-08,A,Waipa District,2619,Territorial authority areas,Monthly
2017-09,A,Waipa District,2385,Territorial authority areas,Monthly
2017-10,A,Waipa District,3165,Territorial authority areas,Monthly
2017-11,A,Waipa District,1992,Territorial authority areas,Monthly
2017-12,A,Waipa District,1503,Territorial authority areas,Monthly
2018-01,A,Waipa District,2433,Territorial authority areas,Monthly
2018-02,A,Waipa District,1335,Territorial authority areas,Monthly
2018-03,A,Waipa District,1716,Territorial authority areas,Monthly
2018-04,A,Waipa District,2319,Territorial authority areas,Monthly
2018-05,A,Waipa District,2199,Territorial authority areas,Monthly
2018-06,A,Waipa District,2751,Territorial authority areas,Monthly
2018-07,A,Waipa District,3591,Territorial authority areas,Monthly
2018-08,A,Waipa District,2781,Territorial authority areas,Monthly
2018-09,A,Waipa District,2718,Territorial authority areas,Monthly
2018-10,A,Waipa District,3228,Territorial authority areas,Monthly
2018-11,A,Waipa District,2061,Territorial authority areas,Monthly
2018-12,A,Waipa District,1488,Territorial authority areas,Monthly
2019-01,A,Waipa District,2418,Territorial authority areas,Monthly
2019-02,A,Waipa District,1311,Territorial authority areas,Monthly
2019-03,A,Waipa District,1797,Territorial authority areas,Monthly
2019-04,A,Waipa District,2388,Territorial authority areas,Monthly
2019-05,A,Waipa District,2334,Territorial authority areas,Monthly
2019-06,A,Waipa District,2607,Territorial authority areas,Monthly
2015-01,A,Wairoa District,78,Territorial authority areas,Monthly
2015-02,A,Wairoa District,63,Territorial authority areas,Monthly
2015-03,A,Wairoa District,63,Territorial authority areas,Monthly
2015-04,A,Wairoa District,99,Territorial authority areas,Monthly
2015-05,A,Wairoa District,87,Territorial authority areas,Monthly
2015-06,A,Wairoa District,66,Territorial authority areas,Monthly
2015-07,A,Wairoa District,123,Territorial authority areas,Monthly
2015-08,A,Wairoa District,123,Territorial authority areas,Monthly
2015-09,A,Wairoa District,123,Territorial authority areas,Monthly
2015-10,A,Wairoa District,198,Territorial authority areas,Monthly
2015-11,A,Wairoa District,99,Territorial authority areas,Monthly
2015-12,A,Wairoa District,57,Territorial authority areas,Monthly
2016-01,A,Wairoa District,99,Territorial authority areas,Monthly
2016-02,A,Wairoa District,63,Territorial authority areas,Monthly
2016-03,A,Wairoa District,87,Territorial authority areas,Monthly
2016-04,A,Wairoa District,87,Territorial authority areas,Monthly
2016-05,A,Wairoa District,114,Territorial authority areas,Monthly
2016-06,A,Wairoa District,78,Territorial authority areas,Monthly
2016-07,A,Wairoa District,189,Territorial authority areas,Monthly
2016-08,A,Wairoa District,177,Territorial authority areas,Monthly
2016-09,A,Wairoa District,147,Territorial authority areas,Monthly
2016-10,A,Wairoa District,177,Territorial authority areas,Monthly
2016-11,A,Wairoa District,99,Territorial authority areas,Monthly
2016-12,A,Wairoa District,69,Territorial authority areas,Monthly
2017-01,A,Wairoa District,108,Territorial authority areas,Monthly
2017-02,A,Wairoa District,69,Territorial authority areas,Monthly
2017-03,A,Wairoa District,75,Territorial authority areas,Monthly
2017-04,A,Wairoa District,81,Territorial authority areas,Monthly
2017-05,A,Wairoa District,78,Territorial authority areas,Monthly
2017-06,A,Wairoa District,114,Territorial authority areas,Monthly
2017-07,A,Wairoa District,135,Territorial authority areas,Monthly
2017-08,A,Wairoa District,153,Territorial authority areas,Monthly
2017-09,A,Wairoa District,150,Territorial authority areas,Monthly
2017-10,A,Wairoa District,168,Territorial authority areas,Monthly
2017-11,A,Wairoa District,126,Territorial authority areas,Monthly
2017-12,A,Wairoa District,87,Territorial authority areas,Monthly
2018-01,A,Wairoa District,141,Territorial authority areas,Monthly
2018-02,A,Wairoa District,57,Territorial authority areas,Monthly
2018-03,A,Wairoa District,75,Territorial authority areas,Monthly
2018-04,A,Wairoa District,90,Territorial authority areas,Monthly
2018-05,A,Wairoa District,90,Territorial authority areas,Monthly
2018-06,A,Wairoa District,99,Territorial authority areas,Monthly
2018-07,A,Wairoa District,177,Territorial authority areas,Monthly
2018-08,A,Wairoa District,192,Territorial authority areas,Monthly
2018-09,A,Wairoa District,114,Territorial authority areas,Monthly
2018-10,A,Wairoa District,192,Territorial authority areas,Monthly
2018-11,A,Wairoa District,123,Territorial authority areas,Monthly
2018-12,A,Wairoa District,81,Territorial authority areas,Monthly
2019-01,A,Wairoa District,138,Territorial authority areas,Monthly
2019-02,A,Wairoa District,48,Territorial authority areas,Monthly
2019-03,A,Wairoa District,96,Territorial authority areas,Monthly
2019-04,A,Wairoa District,138,Territorial authority areas,Monthly
2019-05,A,Wairoa District,87,Territorial authority areas,Monthly
2019-06,A,Wairoa District,34903,Territorial authority areas,Monthly
2015-01,A,Waitaki District,2746733,Territorial authority areas,Monthly
2015-02,A,Waitaki District,243,Territorial authority areas,Monthly
2015-03,A,Waitaki District,420,Territorial authority areas,Monthly
2015-04,A,Waitaki District,444,Territorial authority areas,Monthly
2015-05,A,Waitaki District,525,Territorial authority areas,Monthly
2015-06,A,Waitaki District,642,Territorial authority areas,Monthly
2015-07,A,Waitaki District,789,Territorial authority areas,Monthly
2015-08,A,Waitaki District,624,Territorial authority areas,Monthly
2015-09,A,Waitaki District,624,Territorial authority areas,Monthly
2015-10,A,Waitaki District,660,Territorial authority areas,Monthly
2015-11,A,Waitaki District,417,Territorial authority areas,Monthly
2015-12,A,Waitaki District,294,Territorial authority areas,Monthly
2016-01,A,Waitaki District,537,Territorial authority areas,Monthly
2016-02,A,Waitaki District,234,Territorial authority areas,Monthly
2016-03,A,Waitaki District,315,Territorial authority areas,Monthly
2016-04,A,Waitaki District,444,Territorial authority areas,Monthly
2016-05,A,Waitaki District,528,Territorial authority areas,Monthly
2016-06,A,Waitaki District,558,Territorial authority areas,Monthly
2016-07,A,Waitaki District,3962100,Territorial authority areas,Monthly
2016-08,A,Waitaki District,714,Territorial authority areas,Monthly
2016-09,A,Waitaki District,540,Territorial authority areas,Monthly
2016-10,A,Waitaki District,654,Territorial authority areas,Monthly
2016-11,A,Waitaki District,423,Territorial authority areas,Monthly
2016-12,A,Waitaki District,339,Territorial authority areas,Monthly
2017-01,A,Waitaki District,504,Territorial authority areas,Monthly
2017-02,A,Waitaki District,279,Territorial authority areas,Monthly
2017-03,A,Waitaki District,414,Territorial authority areas,Monthly
2017-04,A,Waitaki District,558,Territorial authority areas,Monthly
2017-05,A,Waitaki District,519,Territorial authority areas,Monthly
2017-06,A,Waitaki District,651,Territorial authority areas,Monthly
2017-07,A,Waitaki District,939,Territorial authority areas,Monthly
2017-08,A,Waitaki District,738,Territorial authority areas,Monthly
2017-09,A,Waitaki District,561,Territorial authority areas,Monthly
2017-10,A,Waitaki District,729,Territorial authority areas,Monthly
2017-11,A,Waitaki District,450,Territorial authority areas,Monthly
2017-12,A,Waitaki District,345,Territorial authority areas,Monthly
2018-01,A,Waitaki District,588,Territorial authority areas,Monthly
2018-02,A,Waitaki District,315,Territorial authority areas,Monthly
2018-03,A,Waitaki District,399,Territorial authority areas,Monthly
2018-04,A,Waitaki District,486,Territorial authority areas,Monthly
2018-05,A,Waitaki District,642,Territorial authority areas,Monthly
2018-06,A,Waitaki District,672,Territorial authority areas,Monthly
2018-07,A,Waitaki District,981,Territorial authority areas,Monthly
2018-08,A,Waitaki District,780,Territorial authority areas,Monthly
2018-09,A,Waitaki District,651,Territorial authority areas,Monthly
2018-10,A,Waitaki District,810,Territorial authority areas,Monthly
2018-11,A,Waitaki District,468,Territorial authority areas,Monthly
2018-12,A,Waitaki District,345,Territorial authority areas,Monthly
2019-01,A,Waitaki District,528,Territorial authority areas,Monthly
2019-02,A,Waitaki District,348,Territorial authority areas,Monthly
2019-03,A,Waitaki District,450,Territorial authority areas,Monthly
2019-04,A,Waitaki District,555,Territorial authority areas,Monthly
2019-05,A,Waitaki District,630,Territorial authority areas,Monthly
2019-06,A,Waitaki District,756,Territorial authority areas,Monthly
2015-01,A,Waitomo District,180,Territorial authority areas,Monthly
2015-02,A,Waitomo District,117,Territorial authority areas,Monthly
2015-03,A,Waitomo District,117,Territorial authority areas,Monthly
2015-04,A,Waitomo District,135,Territorial authority areas,Monthly
2015-05,A,Waitomo District,198,Territorial authority areas,Monthly
2015-06,A,Waitomo District,231,Territorial authority areas,Monthly
2015-07,A,Waitomo District,219,Territorial authority areas,Monthly
2015-08,A,Waitomo District,192,Territorial authority areas,Monthly
2015-09,A,Waitomo District,222,Territorial authority areas,Monthly
2015-10,A,Waitomo District,219,Territorial authority areas,Monthly
2015-11,A,Waitomo District,195,Territorial authority areas,Monthly
2015-12,A,Waitomo District,102,Territorial authority areas,Monthly
2016-01,A,Waitomo District,177,Territorial authority areas,Monthly
2016-02,A,Waitomo District,96,Territorial authority areas,Monthly
2016-03,A,Waitomo District,132,Territorial authority areas,Monthly
2016-04,A,Waitomo District,177,Territorial authority areas,Monthly
2016-05,A,Waitomo District,210,Territorial authority areas,Monthly
2016-06,A,Waitomo District,207,Territorial authority areas,Monthly
2016-07,A,Waitomo District,258,Territorial authority areas,Monthly
2016-08,A,Waitomo District,222,Territorial authority areas,Monthly
2016-09,A,Waitomo District,216,Territorial authority areas,Monthly
2016-10,A,Waitomo District,243,Territorial authority areas,Monthly
2016-11,A,Waitomo District,207,Territorial authority areas,Monthly
2016-12,A,Waitomo District,117,Territorial authority areas,Monthly
2017-01,A,Waitomo District,129,Territorial authority areas,Monthly
2017-02,A,Waitomo District,99,Territorial authority areas,Monthly
2017-03,A,Waitomo District,132,Territorial authority areas,Monthly
2017-04,A,Waitomo District,207,Territorial authority areas,Monthly
2017-05,A,Waitomo District,210,Territorial authority areas,Monthly
2017-06,A,Waitomo District,222,Territorial authority areas,Monthly
2017-07,A,Waitomo District,264,Territorial authority areas,Monthly
2017-08,A,Waitomo District,228,Territorial authority areas,Monthly
2017-09,A,Waitomo District,216,Territorial authority areas,Monthly
2017-10,A,Waitomo District,261,Territorial authority areas,Monthly
2017-11,A,Waitomo District,225,Territorial authority areas,Monthly
2017-12,A,Waitomo District,171,Territorial authority areas,Monthly
2018-01,A,Waitomo District,228,Territorial authority areas,Monthly
2018-02,A,Waitomo District,111,Territorial authority areas,Monthly
2018-03,A,Waitomo District,147,Territorial authority areas,Monthly
2018-04,A,Waitomo District,243,Territorial authority areas,Monthly
2018-05,A,Waitomo District,234,Territorial authority areas,Monthly
2018-06,A,Waitomo District,264,Territorial authority areas,Monthly
2018-07,A,Waitomo District,306,Territorial authority areas,Monthly
2018-08,A,Waitomo District,276,Territorial authority areas,Monthly
2018-09,A,Waitomo District,249,Territorial authority areas,Monthly
2018-10,A,Waitomo District,291,Territorial authority areas,Monthly
2018-11,A,Waitomo District,231,Territorial authority areas,Monthly
2018-12,A,Waitomo District,159,Territorial authority areas,Monthly
2019-01,A,Waitomo District,177,Territorial authority areas,Monthly
2019-02,A,Waitomo District,114,Territorial authority areas,Monthly
2019-03,A,Waitomo District,159,Territorial authority areas,Monthly
2019-04,A,Waitomo District,201,Territorial authority areas,Monthly
2019-05,A,Waitomo District,255,Territorial authority areas,Monthly
2019-06,A,Waitomo District,246,Territorial authority areas,Monthly
2015-01,A,Western Bay of Plenty District,1530,Territorial authority areas,Monthly
2015-02,A,Western Bay of Plenty District,1053,Territorial authority areas,Monthly
2015-03,A,Western Bay of Plenty District,1530,Territorial authority areas,Monthly
2015-04,A,Western Bay of Plenty District,1641,Territorial authority areas,Monthly
2015-05,A,Western Bay of Plenty District,1737,Territorial authority areas,Monthly
2015-06,A,Western Bay of Plenty District,1863,Territorial authority areas,Monthly
2015-07,A,Western Bay of Plenty District,2427,Territorial authority areas,Monthly
2015-08,A,Western Bay of Plenty District,2235,Territorial authority areas,Monthly
2015-09,A,Western Bay of Plenty District,2154,Territorial authority areas,Monthly
2015-10,A,Western Bay of Plenty District,2640,Territorial authority areas,Monthly
2015-11,A,Western Bay of Plenty District,1755,Territorial authority areas,Monthly
2015-12,A,Western Bay of Plenty District,1404,Territorial authority areas,Monthly
2016-01,A,Western Bay of Plenty District,1521,Territorial authority areas,Monthly
2016-02,A,Western Bay of Plenty District,1161,Territorial authority areas,Monthly
2016-03,A,Western Bay of Plenty District,1509,Territorial authority areas,Monthly
2016-04,A,Western Bay of Plenty District,1698,Territorial authority areas,Monthly
2016-05,A,Western Bay of Plenty District,1911,Territorial authority areas,Monthly
2016-06,A,Western Bay of Plenty District,2118,Territorial authority areas,Monthly
2016-07,A,Western Bay of Plenty District,2697,Territorial authority areas,Monthly
2016-08,A,Western Bay of Plenty District,2361,Territorial authority areas,Monthly
2016-09,A,Western Bay of Plenty District,2448,Territorial authority areas,Monthly
2016-10,A,Western Bay of Plenty District,2715,Territorial authority areas,Monthly
2016-11,A,Western Bay of Plenty District,2028,Territorial authority areas,Monthly
2016-12,A,Western Bay of Plenty District,1458,Territorial authority areas,Monthly
2017-01,A,Western Bay of Plenty District,1797,Territorial authority areas,Monthly
2017-02,A,Western Bay of Plenty District,1320,Territorial authority areas,Monthly
2017-03,A,Western Bay of Plenty District,1779,Territorial authority areas,Monthly
2017-04,A,Western Bay of Plenty District,1812,Territorial authority areas,Monthly
2017-05,A,Western Bay of Plenty District,1950,Territorial authority areas,Monthly
2017-06,A,Western Bay of Plenty District,2130,Territorial authority areas,Monthly
2017-07,A,Western Bay of Plenty District,3033,Territorial authority areas,Monthly
2017-08,A,Western Bay of Plenty District,2574,Territorial authority areas,Monthly
2017-09,A,Western Bay of Plenty District,2694,Territorial authority areas,Monthly
2017-10,A,Western Bay of Plenty District,3177,Territorial authority areas,Monthly
2017-11,A,Western Bay of Plenty District,2148,Territorial authority areas,Monthly
2017-12,A,Western Bay of Plenty District,1482,Territorial authority areas,Monthly
2018-01,A,Western Bay of Plenty District,1731,Territorial authority areas,Monthly
2018-02,A,Western Bay of Plenty District,1356,Territorial authority areas,Monthly
2018-03,A,Western Bay of Plenty District,1767,Territorial authority areas,Monthly
2018-04,A,Western Bay of Plenty District,1980,Territorial authority areas,Monthly
2018-05,A,Western Bay of Plenty District,1956,Territorial authority areas,Monthly
2018-06,A,Western Bay of Plenty District,2328,Territorial authority areas,Monthly
2018-07,A,Western Bay of Plenty District,3276,Territorial authority areas,Monthly
2018-08,A,Western Bay of Plenty District,2880,Territorial authority areas,Monthly
2018-09,A,Western Bay of Plenty District,2871,Territorial authority areas,Monthly
2018-10,A,Western Bay of Plenty District,3219,Territorial authority areas,Monthly
2018-11,A,Western Bay of Plenty District,1968,Territorial authority areas,Monthly
2018-12,A,Western Bay of Plenty District,1482,Territorial authority areas,Monthly
2019-01,A,Western Bay of Plenty District,1974,Territorial authority areas,Monthly
2019-02,A,Western Bay of Plenty District,1446,Territorial authority areas,Monthly
2019-03,A,Western Bay of Plenty District,1848,Territorial authority areas,Monthly
2019-04,A,Western Bay of Plenty District,2070,Territorial authority areas,Monthly
2019-05,A,Western Bay of Plenty District,2082,Territorial authority areas,Monthly
2019-06,A,Western Bay of Plenty District,2349,Territorial authority areas,Monthly
2015-01,A,Westland District,165,Territorial authority areas,Monthly
2015-02,A,Westland District,87,Territorial authority areas,Monthly
2015-03,A,Westland District,153,Territorial authority areas,Monthly
2015-04,A,Westland District,177,Territorial authority areas,Monthly
2015-05,A,Westland District,207,Territorial authority areas,Monthly
2015-06,A,Westland District,291,Territorial authority areas,Monthly
2015-07,A,Westland District,333,Territorial authority areas,Monthly
2015-08,A,Westland District,291,Territorial authority areas,Monthly
2015-09,A,Westland District,204,Territorial authority areas,Monthly
2015-10,A,Westland District,261,Territorial authority areas,Monthly
2015-11,A,Westland District,180,Territorial authority areas,Monthly
2015-12,A,Westland District,114,Territorial authority areas,Monthly
2016-01,A,Westland District,150,Territorial authority areas,Monthly
2016-02,A,Westland District,90,Territorial authority areas,Monthly
2016-03,A,Westland District,141,Territorial authority areas,Monthly
2016-04,A,Westland District,165,Territorial authority areas,Monthly
2016-05,A,Westland District,225,Territorial authority areas,Monthly
2016-06,A,Westland District,246,Territorial authority areas,Monthly
2016-07,A,Westland District,447,Territorial authority areas,Monthly
2016-08,A,Westland District,345,Territorial authority areas,Monthly
2016-09,A,Westland District,219,Territorial authority areas,Monthly
2016-10,A,Westland District,303,Territorial authority areas,Monthly
2016-11,A,Westland District,195,Territorial authority areas,Monthly
2016-12,A,Westland District,123,Territorial authority areas,Monthly
2017-01,A,Westland District,159,Territorial authority areas,Monthly
2017-02,A,Westland District,126,Territorial authority areas,Monthly
2017-03,A,Westland District,189,Territorial authority areas,Monthly
2017-04,A,Westland District,195,Territorial authority areas,Monthly
2017-05,A,Westland District,231,Territorial authority areas,Monthly
2017-06,A,Westland District,300,Territorial authority areas,Monthly
2017-07,A,Westland District,384,Territorial authority areas,Monthly
2017-08,A,Westland District,300,Territorial authority areas,Monthly
2017-09,A,Westland District,282,Territorial authority areas,Monthly
2017-10,A,Westland District,306,Territorial authority areas,Monthly
2017-11,A,Westland District,195,Territorial authority areas,Monthly
2017-12,A,Westland District,141,Territorial authority areas,Monthly
2018-01,A,Westland District,204,Territorial authority areas,Monthly
2018-02,A,Westland District,120,Territorial authority areas,Monthly
2018-03,A,Westland District,156,Territorial authority areas,Monthly
2018-04,A,Westland District,216,Territorial authority areas,Monthly
2018-05,A,Westland District,258,Territorial authority areas,Monthly
2018-06,A,Westland District,306,Territorial authority areas,Monthly
2018-07,A,Westland District,387,Territorial authority areas,Monthly
2018-08,A,Westland District,375,Territorial authority areas,Monthly
2018-09,A,Westland District,291,Territorial authority areas,Monthly
2018-10,A,Westland District,321,Territorial authority areas,Monthly
2018-11,A,Westland District,189,Territorial authority areas,Monthly
2018-12,A,Westland District,111,Territorial authority areas,Monthly
2019-01,A,Westland District,171,Territorial authority areas,Monthly
2019-02,A,Westland District,120,Territorial authority areas,Monthly
2019-03,A,Westland District,171,Territorial authority areas,Monthly
2019-04,A,Westland District,192,Territorial authority areas,Monthly
2019-05,A,Westland District,237,Territorial authority areas,Monthly
2019-06,A,Westland District,369,Territorial authority areas,Monthly
2015-01,A,Whakatane District,876,Territorial authority areas,Monthly
2015-02,A,Whakatane District,450,Territorial authority areas,Monthly
2015-03,A,Whakatane District,648,Territorial authority areas,Monthly
2015-04,A,Whakatane District,921,Territorial authority areas,Monthly
2015-05,A,Whakatane District,957,Territorial authority areas,Monthly
2015-06,A,Whakatane District,1038,Territorial authority areas,Monthly
2015-07,A,Whakatane District,1248,Territorial authority areas,Monthly
2015-08,A,Whakatane District,1062,Territorial authority areas,Monthly
2015-09,A,Whakatane District,1023,Territorial authority areas,Monthly
2015-10,A,Whakatane District,1254,Territorial authority areas,Monthly
2015-11,A,Whakatane District,900,Territorial authority areas,Monthly
2015-12,A,Whakatane District,606,Territorial authority areas,Monthly
2016-01,A,Whakatane District,894,Territorial authority areas,Monthly
2016-02,A,Whakatane District,546,Territorial authority areas,Monthly
2016-03,A,Whakatane District,708,Territorial authority areas,Monthly
2016-04,A,Whakatane District,891,Territorial authority areas,Monthly
2016-05,A,Whakatane District,975,Territorial authority areas,Monthly
2016-06,A,Whakatane District,1056,Territorial authority areas,Monthly
2016-07,A,Whakatane District,1287,Territorial authority areas,Monthly
2016-08,A,Whakatane District,1155,Territorial authority areas,Monthly
2016-09,A,Whakatane District,1050,Territorial authority areas,Monthly
2016-10,A,Whakatane District,1410,Territorial authority areas,Monthly
2016-11,A,Whakatane District,1029,Territorial authority areas,Monthly
2016-12,A,Whakatane District,672,Territorial authority areas,Monthly
2017-01,A,Whakatane District,1017,Territorial authority areas,Monthly
2017-02,A,Whakatane District,612,Territorial authority areas,Monthly
2017-03,A,Whakatane District,729,Territorial authority areas,Monthly
2017-04,A,Whakatane District,948,Territorial authority areas,Monthly
2017-05,A,Whakatane District,933,Territorial authority areas,Monthly
2017-06,A,Whakatane District,996,Territorial authority areas,Monthly
2017-07,A,Whakatane District,1437,Territorial authority areas,Monthly
2017-08,A,Whakatane District,1170,Territorial authority areas,Monthly
2017-09,A,Whakatane District,1170,Territorial authority areas,Monthly
2017-10,A,Whakatane District,1392,Territorial authority areas,Monthly
2017-11,A,Whakatane District,954,Territorial authority areas,Monthly
2017-12,A,Whakatane District,684,Territorial authority areas,Monthly
2018-01,A,Whakatane District,1053,Territorial authority areas,Monthly
2018-02,A,Whakatane District,615,Territorial authority areas,Monthly
2018-03,A,Whakatane District,777,Territorial authority areas,Monthly
2018-04,A,Whakatane District,1110,Territorial authority areas,Monthly
2018-05,A,Whakatane District,1035,Territorial authority areas,Monthly
2018-06,A,Whakatane District,1173,Territorial authority areas,Monthly
2018-07,A,Whakatane District,1536,Territorial authority areas,Monthly
2018-08,A,Whakatane District,1419,Territorial authority areas,Monthly
2018-09,A,Whakatane District,1290,Territorial authority areas,Monthly
2018-10,A,Whakatane District,1494,Territorial authority areas,Monthly
2018-11,A,Whakatane District,1005,Territorial authority areas,Monthly
2018-12,A,Whakatane District,729,Territorial authority areas,Monthly
2019-01,A,Whakatane District,1029,Territorial authority areas,Monthly
2019-02,A,Whakatane District,681,Territorial authority areas,Monthly
2019-03,A,Whakatane District,885,Territorial authority areas,Monthly
2019-04,A,Whakatane District,990,Territorial authority areas,Monthly
2019-05,A,Whakatane District,1131,Territorial authority areas,Monthly
2019-06,A,Whakatane District,1278,Territorial authority areas,Monthly
2015-01,A,Whanganui District,1125,Territorial authority areas,Monthly
2015-02,A,Whanganui District,588,Territorial authority areas,Monthly
2015-03,A,Whanganui District,654,Territorial authority areas,Monthly
2015-04,A,Whanganui District,975,Territorial authority areas,Monthly
2015-05,A,Whanganui District,933,Territorial authority areas,Monthly
2015-06,A,Whanganui District,957,Territorial authority areas,Monthly
2015-07,A,Whanganui District,1284,Territorial authority areas,Monthly
2015-08,A,Whanganui District,1143,Territorial authority areas,Monthly
2015-09,A,Whanganui District,1191,Territorial authority areas,Monthly
2015-10,A,Whanganui District,1326,Territorial authority areas,Monthly
2015-11,A,Whanganui District,906,Territorial authority areas,Monthly
2015-12,A,Whanganui District,588,Territorial authority areas,Monthly
2016-01,A,Whanganui District,1107,Territorial authority areas,Monthly
2016-02,A,Whanganui District,597,Territorial authority areas,Monthly
2016-03,A,Whanganui District,786,Territorial authority areas,Monthly
2016-04,A,Whanganui District,915,Territorial authority areas,Monthly
2016-05,A,Whanganui District,1056,Territorial authority areas,Monthly
2016-06,A,Whanganui District,1011,Territorial authority areas,Monthly
2016-07,A,Whanganui District,1254,Territorial authority areas,Monthly
2016-08,A,Whanganui District,1167,Territorial authority areas,Monthly
2016-09,A,Whanganui District,1146,Territorial authority areas,Monthly
2016-10,A,Whanganui District,1560,Territorial authority areas,Monthly
2016-11,A,Whanganui District,969,Territorial authority areas,Monthly
2016-12,A,Whanganui District,666,Territorial authority areas,Monthly
2017-01,A,Whanganui District,1227,Territorial authority areas,Monthly
2017-02,A,Whanganui District,660,Territorial authority areas,Monthly
2017-03,A,Whanganui District,801,Territorial authority areas,Monthly
2017-04,A,Whanganui District,918,Territorial authority areas,Monthly
2017-05,A,Whanganui District,1107,Territorial authority areas,Monthly
2017-06,A,Whanganui District,1065,Territorial authority areas,Monthly
2017-07,A,Whanganui District,1425,Territorial authority areas,Monthly
